window_start,asset,direction,min_ask,min_ask_time,max_ask,max_ask_time,first_below_04,last_below_04,first_back_above_045,retry_count
"2026/01/15 13:45","SOL","Down","0.45","2026/01/15 13:47:09","0.93","2026/01/15 13:54:59","","","","0"
"2026/01/15 13:45","ETH","Up","0.49","2026/01/15 13:44:55","0.79","2026/01/15 13:48:41","","","","0"
"2026/01/15 13:45","ETH","Down","0.22","2026/01/15 13:48:41","0.52","2026/01/15 13:43:26","2026/01/15 13:46:26","2026/01/15 13:54:59","2026/01/15 13:48:01","0"
"2026/01/15 14:00","SOL","Up","0.45","2026/01/15 14:00:17","0.77","2026/01/15 14:06:05","2026/01/15 14:09:50","2026/01/15 14:09:59","","0"
"2026/01/15 14:00","SOL","Down","0.29","2026/01/15 14:04:38","0.68","2026/01/15 14:09:54","2026/01/15 14:01:57","2026/01/15 14:09:15","2026/01/15 14:02:42","0"
"2026/01/15 14:00","BTC","Up","0.39","2026/01/15 14:00:23","0.78","2026/01/15 14:05:37","2026/01/15 14:00:19","2026/01/15 14:09:59","2026/01/15 14:00:34","0"
"2026/01/15 14:00","BTC","Down","0.28","2026/01/15 14:04:50","0.77","2026/01/15 14:09:53","2026/01/15 14:04:20","2026/01/15 14:07:18","2026/01/15 14:07:35","0"
"2026/01/15 14:00","ETH","Up","0.39","2026/01/15 14:00:20","0.89","2026/01/15 14:05:47","2026/01/15 14:00:17","2026/01/15 14:00:32","2026/01/15 14:00:35","0"
"2026/01/15 14:00","ETH","Down","0.2","2026/01/15 14:04:56","0.62","2026/01/15 14:00:19","2026/01/15 14:01:48","2026/01/15 14:09:59","2026/01/15 14:03:31","0"
"2026/01/15 14:00","XRP","Up","0.45","2026/01/15 14:00:25","0.79","2026/01/15 14:04:22","","","","0"
"2026/01/15 14:00","XRP","Down","0.22","2026/01/15 14:04:24","0.6","2026/01/15 14:09:28","2026/01/15 14:01:53","2026/01/15 14:08:47","2026/01/15 14:02:42","0"
"2026/01/15 14:15","ETH","Up","0.45","2026/01/15 14:15:44","0.96","2026/01/15 14:24:56","","","","0"
"2026/01/15 14:15","ETH","Down","0.17","2026/01/15 14:16:08","0.58","2026/01/15 14:15:49","2026/01/15 14:16:08","2026/01/15 14:24:59","","0"
"2026/01/15 14:15","BTC","Up","0.46","2026/01/15 14:15:44","0.93","2026/01/15 14:24:58","","","","0"
"2026/01/15 14:15","BTC","Down","0.22","2026/01/15 14:18:18","0.55","2026/01/15 14:15:41","2026/01/15 14:16:04","2026/01/15 14:24:59","","0"
"2026/01/15 14:15","SOL","Up","0.5","2026/01/15 14:12:59","0.89","2026/01/15 14:18:35","","","","0"
"2026/01/15 14:15","SOL","Down","0.13","2026/01/15 14:18:37","0.51","2026/01/15 14:12:59","2026/01/15 14:16:14","2026/01/15 14:24:59","2026/01/15 14:22:49","0"
"2026/01/15 14:15","XRP","Up","0.5","2026/01/15 14:14:14","0.76","2026/01/15 14:24:58","","","","0"
"2026/01/15 14:15","XRP","Down","0.28","2026/01/15 14:18:39","0.58","2026/01/15 14:23:13","2026/01/15 14:16:04","2026/01/15 14:24:59","2026/01/15 14:16:51","0"
"2026/01/15 14:30","BTC","Up","0.15","2026/01/15 14:34:56","0.54","2026/01/15 14:30:41","2026/01/15 14:31:43","2026/01/15 14:39:59","","0"
"2026/01/15 14:30","BTC","Down","0.47","2026/01/15 14:30:41","0.95","2026/01/15 14:38:10","","","","0"
"2026/01/15 14:30","ETH","Up","0.2","2026/01/15 14:34:54","0.51","2026/01/15 14:30:45","2026/01/15 14:32:01","2026/01/15 14:39:59","","0"
"2026/01/15 14:30","ETH","Down","0.5","2026/01/15 14:30:45","0.97","2026/01/15 14:39:41","","","","0"
"2026/01/15 14:30","XRP","Up","0.26","2026/01/15 14:34:57","0.55","2026/01/15 14:30:04","2026/01/15 14:31:50","2026/01/15 14:39:59","2026/01/15 14:33:42","0"
"2026/01/15 14:30","XRP","Down","0.47","2026/01/15 14:29:47","0.98","2026/01/15 14:39:53","","","","0"
"2026/01/15 14:30","SOL","Up","0.25","2026/01/15 14:34:57","0.56","2026/01/15 14:30:48","2026/01/15 14:32:48","2026/01/15 14:39:59","","0"
"2026/01/15 14:30","SOL","Down","0.46","2026/01/15 14:30:41","0.95","2026/01/15 14:37:46","","","","0"
"2026/01/15 14:45","XRP","Up","0.52","2026/01/15 14:45:15","0.88","2026/01/15 14:53:27","","","","0"
"2026/01/15 14:45","XRP","Down","0.25","2026/01/15 14:48:47","0.49","2026/01/15 14:45:13","2026/01/15 14:46:53","2026/01/15 14:54:59","","0"
"2026/01/15 14:45","BTC","Up","0.45","2026/01/15 14:45:51","0.85","2026/01/15 14:51:05","","","","0"
"2026/01/15 14:45","BTC","Down","0.2","2026/01/15 14:48:27","0.56","2026/01/15 14:45:51","2026/01/15 14:47:37","2026/01/15 14:54:59","","0"
"2026/01/15 14:45","SOL","Up","0.52","2026/01/15 14:34:55","0.89","2026/01/15 14:54:21","","","","0"
"2026/01/15 14:45","SOL","Down","0.32","2026/01/15 14:48:41","0.49","2026/01/15 14:34:55","2026/01/15 14:48:26","2026/01/15 14:54:59","2026/01/15 14:49:23","0"
"2026/01/15 14:45","ETH","Up","0.32","2026/01/15 14:46:33","0.87","2026/01/15 14:51:37","2026/01/15 14:46:24","2026/01/15 14:46:44","2026/01/15 14:46:51","0"
"2026/01/15 14:45","ETH","Down","0.3","2026/01/15 14:48:34","0.69","2026/01/15 14:46:33","2026/01/15 14:48:03","2026/01/15 14:54:59","2026/01/15 14:49:08","0"
"2026/01/15 15:00","BTC","Up","0.35","2026/01/15 15:03:10","0.78","2026/01/15 15:06:15","2026/01/15 15:03:03","2026/01/15 15:03:27","2026/01/15 15:03:27","0"
"2026/01/15 15:00","BTC","Down","0.25","2026/01/15 15:04:47","0.66","2026/01/15 15:03:08","2026/01/15 15:01:41","2026/01/15 15:09:59","2026/01/15 15:02:07","0"
"2026/01/15 15:00","ETH","Up","0.43","2026/01/15 15:03:09","0.81","2026/01/15 15:06:15","","","","0"
"2026/01/15 15:00","ETH","Down","0.29","2026/01/15 15:04:44","0.58","2026/01/15 15:03:08","2026/01/15 15:01:32","2026/01/15 15:09:59","2026/01/15 15:02:12","0"
"2026/01/15 15:00","SOL","Up","0.35","2026/01/15 15:03:09","0.8","2026/01/15 15:06:10","2026/01/15 15:03:01","2026/01/15 15:03:47","2026/01/15 15:03:47","0"
"2026/01/15 15:00","SOL","Down","0.27","2026/01/15 15:04:49","0.66","2026/01/15 15:03:06","2026/01/15 15:01:03","2026/01/15 15:09:59","2026/01/15 15:02:08","0"
"2026/01/15 15:00","XRP","Up","0.3","2026/01/15 15:03:14","0.8","2026/01/15 15:06:17","2026/01/15 15:02:57","2026/01/15 15:03:32","2026/01/15 15:03:32","0"
"2026/01/15 15:00","XRP","Down","0.29","2026/01/15 15:04:38","0.71","2026/01/15 15:03:14","2026/01/15 15:04:08","2026/01/15 15:09:59","2026/01/15 15:07:44","0"
"2026/01/15 15:15","XRP","Up","0.49","2026/01/15 15:15:14","0.99","2026/01/15 15:24:33","","","","0"
"2026/01/15 15:15","XRP","Down","0.2","2026/01/15 15:18:58","0.52","2026/01/15 15:14:52","2026/01/15 15:16:35","2026/01/15 15:24:59","2026/01/15 15:16:51","0"
"2026/01/15 15:15","BTC","Up","0.47","2026/01/15 15:15:15","0.99","2026/01/15 15:24:42","","","","0"
"2026/01/15 15:15","BTC","Down","0.15","2026/01/15 15:18:08","0.54","2026/01/15 15:15:14","2026/01/15 15:15:26","2026/01/15 15:24:59","","0"
"2026/01/15 15:15","SOL","Up","0.49","2026/01/15 15:14:52","0.99","2026/01/15 15:23:59","","","","0"
"2026/01/15 15:15","SOL","Down","0.12","2026/01/15 15:18:55","0.52","2026/01/15 15:14:11","2026/01/15 15:15:26","2026/01/15 15:24:59","","0"
"2026/01/15 15:15","ETH","Up","0.46","2026/01/15 15:14:48","0.99","2026/01/15 15:24:30","","","","0"
"2026/01/15 15:15","ETH","Down","0.14","2026/01/15 15:18:15","0.55","2026/01/15 15:14:48","2026/01/15 15:15:37","2026/01/15 15:24:59","2026/01/15 15:15:55","0"
"2026/01/15 15:30","SOL","Up","0.43","2026/01/15 15:30:54","0.72","2026/01/15 15:38:28","2026/01/15 15:36:14","2026/01/15 15:36:36","2026/01/15 15:36:52","0"
"2026/01/15 15:30","SOL","Down","0.33","2026/01/15 15:34:46","0.62","2026/01/15 15:36:21","2026/01/15 15:32:25","2026/01/15 15:39:59","2026/01/15 15:32:41","0"
"2026/01/15 15:30","ETH","Up","0.36","2026/01/15 15:33:48","0.55","2026/01/15 15:39:56","2026/01/15 15:33:20","2026/01/15 15:38:46","2026/01/15 15:38:25","0"
"2026/01/15 15:30","ETH","Down","0.48","2026/01/15 15:31:57","0.81","2026/01/15 15:35:34","","","","0"
"2026/01/15 15:30","XRP","Up","0.4","2026/01/15 15:34:55","0.74","2026/01/15 15:39:47","2026/01/15 15:34:55","2026/01/15 15:38:05","2026/01/15 15:38:21","0"
"2026/01/15 15:30","XRP","Down","0.38","2026/01/15 15:32:26","0.84","2026/01/15 15:36:42","2026/01/15 15:32:19","2026/01/15 15:39:59","2026/01/15 15:32:37","0"
"2026/01/15 15:45","SOL","Up","0.42","2026/01/15 15:49:59","0.78","2026/01/15 15:46:59","2026/01/15 15:50:03","2026/01/15 15:54:59","","0"
"2026/01/15 15:45","SOL","Down","0.24","2026/01/15 15:47:10","0.9","2026/01/15 15:54:54","2026/01/15 15:45:56","2026/01/15 15:47:44","2026/01/15 15:47:50","0"
"2026/01/15 15:45","BTC","Up","0.38","2026/01/15 15:49:58","0.69","2026/01/15 15:46:49","2026/01/15 15:49:47","2026/01/15 15:54:59","","0"
"2026/01/15 15:45","BTC","Down","0.32","2026/01/15 15:46:49","0.83","2026/01/15 15:54:46","2026/01/15 15:46:00","2026/01/15 15:47:44","2026/01/15 15:47:45","0"
"2026/01/15 15:45","ETH","Up","0.44","2026/01/15 15:44:47","0.71","2026/01/15 15:47:05","2026/01/15 15:51:44","2026/01/15 15:54:59","","0"
"2026/01/15 15:45","ETH","Down","0.3","2026/01/15 15:47:14","0.78","2026/01/15 15:54:58","2026/01/15 15:46:36","2026/01/15 15:49:25","2026/01/15 15:48:59","0"
"2026/01/15 15:45","XRP","Up","0.46","2026/01/15 15:44:02","0.68","2026/01/15 15:46:33","2026/01/15 15:50:36","2026/01/15 15:54:59","","0"
"2026/01/15 15:45","XRP","Down","0.33","2026/01/15 15:47:01","0.95","2026/01/15 15:52:30","2026/01/15 15:46:13","2026/01/15 15:48:02","2026/01/15 15:48:04","0"
"2026/01/15 16:00","BTC","Up","0.16","2026/01/15 16:02:19","0.52","2026/01/15 15:59:16","2026/01/15 16:00:33","2026/01/15 16:09:59","","0"
"2026/01/15 16:00","BTC","Down","0.5","2026/01/15 15:56:03","0.88","2026/01/15 16:09:56","","","","0"
"2026/01/15 16:00","SOL","Up","0.34","2026/01/15 16:02:22","0.69","2026/01/15 16:07:11","2026/01/15 16:02:22","2026/01/15 16:09:59","2026/01/15 16:02:40","0"
"2026/01/15 16:00","SOL","Down","0.47","2026/01/15 16:04:28","0.88","2026/01/15 16:09:10","2026/01/15 16:06:22","2026/01/15 16:08:47","2026/01/15 16:08:48","0"
"2026/01/15 16:00","XRP","Up","0.31","2026/01/15 16:02:17","0.72","2026/01/15 16:06:20","2026/01/15 16:01:55","2026/01/15 16:09:59","2026/01/15 16:04:30","0"
"2026/01/15 16:00","XRP","Down","0.48","2026/01/15 15:59:45","0.73","2026/01/15 16:02:20","2026/01/15 16:05:36","2026/01/15 16:07:27","2026/01/15 16:07:38","0"
"2026/01/15 16:00","ETH","Up","0.23","2026/01/15 16:03:59","0.56","2026/01/15 16:08:35","2026/01/15 16:01:38","2026/01/15 16:09:59","2026/01/15 16:06:27","0"
"2026/01/15 16:00","ETH","Down","0.51","2026/01/15 15:45:26","0.85","2026/01/15 16:09:58","","","","0"
"2026/01/15 16:15","BTC","Up","0.36","2026/01/15 16:17:09","0.86","2026/01/15 16:23:06","2026/01/15 16:16:58","2026/01/15 16:20:15","2026/01/15 16:17:23","0"
"2026/01/15 16:15","BTC","Down","0.37","2026/01/15 16:15:33","0.65","2026/01/15 16:17:09","2026/01/15 16:15:20","2026/01/15 16:24:59","2026/01/15 16:15:44","0"
"2026/01/15 16:15","ETH","Up","0.4","2026/01/15 16:18:26","0.9","2026/01/15 16:23:07","2026/01/15 16:18:26","2026/01/15 16:18:53","2026/01/15 16:19:43","0"
"2026/01/15 16:15","ETH","Down","0.39","2026/01/15 16:15:32","0.61","2026/01/15 16:18:25","2026/01/15 16:15:24","2026/01/15 16:24:59","2026/01/15 16:15:45","0"
"2026/01/15 16:15","SOL","Up","0.47","2026/01/15 16:07:04","0.9","2026/01/15 16:22:51","","","","0"
"2026/01/15 16:15","SOL","Down","0.45","2026/01/15 16:15:25","0.55","2026/01/15 16:17:10","2026/01/15 16:21:02","2026/01/15 16:24:59","","0"
"2026/01/15 16:15","XRP","Up","0.45","2026/01/15 16:17:02","0.93","2026/01/15 16:22:54","","","","0"
"2026/01/15 16:15","XRP","Down","0.41","2026/01/15 16:17:50","0.57","2026/01/15 16:16:03","2026/01/15 16:20:06","2026/01/15 16:24:59","","0"
"2026/01/15 16:30","BTC","Up","0.28","2026/01/15 16:34:59","0.73","2026/01/15 16:39:47","2026/01/15 16:32:01","2026/01/15 16:38:14","2026/01/15 16:32:26","0"
"2026/01/15 16:30","BTC","Down","0.45","2026/01/15 16:29:59","0.75","2026/01/15 16:35:10","2026/01/15 16:39:37","2026/01/15 16:39:59","","0"
"2026/01/15 16:30","ETH","Up","0.42","2026/01/15 16:34:59","0.87","2026/01/15 16:39:52","2026/01/15 16:35:03","2026/01/15 16:35:13","2026/01/15 16:35:37","0"
"2026/01/15 16:30","ETH","Down","0.46","2026/01/15 16:29:43","0.64","2026/01/15 16:35:08","2026/01/15 16:37:27","2026/01/15 16:39:59","2026/01/15 16:37:51","0"
"2026/01/15 16:30","SOL","Up","0.38","2026/01/15 16:34:04","0.78","2026/01/15 16:39:37","2026/01/15 16:33:51","2026/01/15 16:34:29","2026/01/15 16:34:36","0"
"2026/01/15 16:30","SOL","Down","0.48","2026/01/15 16:30:34","0.63","2026/01/15 16:34:04","2026/01/15 16:38:16","2026/01/15 16:39:59","","0"
"2026/01/15 16:30","XRP","Up","0.47","2026/01/15 16:33:58","0.9","2026/01/15 16:39:44","","","","0"
"2026/01/15 16:30","XRP","Down","0.44","2026/01/15 16:34:46","0.55","2026/01/15 16:33:58","2026/01/15 16:35:51","2026/01/15 16:39:59","","0"
"2026/01/15 16:45","BTC","Up","0.49","2026/01/15 16:45:49","0.96","2026/01/15 16:53:06","","","","0"
"2026/01/15 16:45","BTC","Down","0.19","2026/01/15 16:49:22","0.52","2026/01/15 16:45:31","2026/01/15 16:46:38","2026/01/15 16:54:59","","0"
"2026/01/15 16:45","ETH","Up","0.47","2026/01/15 16:44:38","0.97","2026/01/15 16:51:06","","","","0"
"2026/01/15 16:45","ETH","Down","0.17","2026/01/15 16:48:33","0.55","2026/01/15 16:45:01","2026/01/15 16:46:40","2026/01/15 16:54:59","","0"
"2026/01/15 16:45","XRP","Up","0.5","2026/01/15 16:45:05","0.94","2026/01/15 16:51:46","","","","0"
"2026/01/15 16:45","XRP","Down","0.29","2026/01/15 16:48:36","0.51","2026/01/15 16:44:45","2026/01/15 16:46:42","2026/01/15 16:54:59","2026/01/15 16:46:49","0"
"2026/01/15 17:00","BTC","Up","0.25","2026/01/15 17:04:30","0.54","2026/01/15 17:09:15","2026/01/15 17:00:52","2026/01/15 17:08:30","2026/01/15 17:08:40","0"
"2026/01/15 17:00","BTC","Down","0.5","2026/01/15 16:45:37","0.8","2026/01/15 17:06:10","","","","0"
"2026/01/15 17:00","SOL","Up","0.18","2026/01/15 17:04:58","0.5","2026/01/15 16:45:37","2026/01/15 17:00:56","2026/01/15 17:09:59","","0"
"2026/01/15 17:00","SOL","Down","0.51","2026/01/15 16:45:37","0.97","2026/01/15 17:08:10","","","","0"
"2026/01/15 17:00","ETH","Up","0.27","2026/01/15 17:04:11","0.49","2026/01/15 16:47:04","2026/01/15 17:00:38","2026/01/15 17:09:51","","0"
"2026/01/15 17:00","ETH","Down","0.52","2026/01/15 16:47:04","0.83","2026/01/15 17:07:30","","","","0"
"2026/01/15 17:00","XRP","Up","0.26","2026/01/15 17:04:24","0.5","2026/01/15 16:51:07","2026/01/15 17:00:57","2026/01/15 17:09:59","","0"
"2026/01/15 17:00","XRP","Down","0.51","2026/01/15 16:51:07","0.95","2026/01/15 17:07:24","","","","0"
"2026/01/15 17:15","BTC","Up","0.4","2026/01/15 17:17:12","0.89","2026/01/15 17:23:14","2026/01/15 17:17:12","2026/01/15 17:17:19","2026/01/15 17:17:30","0"
"2026/01/15 17:15","BTC","Down","0.36","2026/01/15 17:18:01","0.61","2026/01/15 17:17:12","2026/01/15 17:17:42","2026/01/15 17:24:59","2026/01/15 17:18:13","0"
"2026/01/15 17:15","ETH","Up","0.41","2026/01/15 17:17:13","0.97","2026/01/15 17:24:37","","","","0"
"2026/01/15 17:15","ETH","Down","0.31","2026/01/15 17:17:42","0.6","2026/01/15 17:17:12","2026/01/15 17:17:42","2026/01/15 17:24:59","","0"
"2026/01/15 17:15","SOL","Up","0.4","2026/01/15 17:15:37","0.96","2026/01/15 17:22:59","2026/01/15 17:15:37","2026/01/15 17:15:39","2026/01/15 17:15:52","0"
"2026/01/15 17:15","SOL","Down","0.3","2026/01/15 17:17:46","0.61","2026/01/15 17:15:37","2026/01/15 17:17:46","2026/01/15 17:24:59","","0"
"2026/01/15 17:15","XRP","Up","0.4","2026/01/15 17:15:40","0.85","2026/01/15 17:23:37","2026/01/15 17:15:40","2026/01/15 17:15:41","2026/01/15 17:15:52","0"
"2026/01/15 17:15","XRP","Down","0.44","2026/01/15 17:19:56","0.61","2026/01/15 17:15:40","2026/01/15 17:21:12","2026/01/15 17:24:59","","0"
"2026/01/15 17:30","BTC","Up","0.35","2026/01/15 17:32:36","0.98","2026/01/15 17:39:44","2026/01/15 17:32:13","2026/01/15 17:32:54","2026/01/15 17:32:54","0"
"2026/01/15 17:30","BTC","Down","0.29","2026/01/15 17:34:40","0.66","2026/01/15 17:32:37","2026/01/15 17:33:03","2026/01/15 17:39:59","","0"
"2026/01/15 17:30","ETH","Up","0.27","2026/01/15 17:32:35","0.99","2026/01/15 17:39:20","2026/01/15 17:31:43","2026/01/15 17:32:55","2026/01/15 17:33:04","0"
"2026/01/15 17:30","ETH","Down","0.43","2026/01/15 17:34:55","0.74","2026/01/15 17:32:35","2026/01/15 17:35:00","2026/01/15 17:39:59","2026/01/15 17:36:36","0"
"2026/01/15 17:30","SOL","Up","0.41","2026/01/15 17:32:34","0.98","2026/01/15 17:39:04","","","","0"
"2026/01/15 17:30","SOL","Down","0.44","2026/01/15 17:31:37","0.6","2026/01/15 17:29:59","2026/01/15 17:36:45","2026/01/15 17:39:59","","0"
"2026/01/15 17:30","XRP","Up","0.25","2026/01/15 17:32:39","0.97","2026/01/15 17:39:04","2026/01/15 17:31:48","2026/01/15 17:35:27","2026/01/15 17:36:23","0"
"2026/01/15 17:30","XRP","Down","0.51","2026/01/15 17:26:56","0.77","2026/01/15 17:32:39","2026/01/15 17:38:30","2026/01/15 17:39:59","","0"
"2026/01/15 17:45","BTC","Up","0.26","2026/01/15 17:49:56","0.75","2026/01/15 17:54:36","2026/01/15 17:45:54","2026/01/15 17:50:37","2026/01/15 17:46:03","0"
"2026/01/15 17:45","BTC","Down","0.51","2026/01/15 17:33:29","0.78","2026/01/15 17:50:21","2026/01/15 17:51:44","2026/01/15 17:54:59","2026/01/15 17:52:13","0"
"2026/01/15 17:45","ETH","Up","0.21","2026/01/15 17:47:19","0.49","2026/01/15 17:36:21","2026/01/15 17:45:36","2026/01/15 17:54:59","2026/01/15 17:53:51","0"
"2026/01/15 17:45","ETH","Down","0.52","2026/01/15 17:36:21","0.85","2026/01/15 17:50:19","","","","0"
"2026/01/15 17:45","SOL","Up","0.17","2026/01/15 17:49:57","0.59","2026/01/15 17:54:02","2026/01/15 17:46:20","2026/01/15 17:53:28","2026/01/15 17:51:51","0"
"2026/01/15 17:45","SOL","Down","0.51","2026/01/15 17:45:31","0.84","2026/01/15 17:49:57","","","","0"
"2026/01/15 17:45","XRP","Up","0.39","2026/01/15 17:49:57","0.91","2026/01/15 17:54:03","2026/01/15 17:49:57","2026/01/15 17:50:47","2026/01/15 17:50:47","0"
"2026/01/15 17:45","XRP","Down","0.51","2026/01/15 17:45:15","0.63","2026/01/15 17:50:21","2026/01/15 17:50:47","2026/01/15 17:54:59","","0"
"2026/01/15 18:00","BTC","Up","0.19","2026/01/15 18:04:40","0.51","2026/01/15 18:00:29","2026/01/15 18:01:53","2026/01/15 18:09:59","2026/01/15 18:02:00","0"
"2026/01/15 18:00","BTC","Down","0.5","2026/01/15 18:00:30","0.95","2026/01/15 18:09:40","","","","0"
"2026/01/15 18:00","ETH","Up","0.13","2026/01/15 18:04:36","0.52","2026/01/15 18:09:56","2026/01/15 18:01:24","2026/01/15 18:09:54","2026/01/15 18:09:54","0"
"2026/01/15 18:00","ETH","Down","0.51","2026/01/15 18:00:49","0.88","2026/01/15 18:04:36","","","","0"
"2026/01/15 18:00","SOL","Up","0.11","2026/01/15 18:04:40","0.55","2026/01/15 18:00:34","2026/01/15 18:02:19","2026/01/15 18:09:59","","0"
"2026/01/15 18:00","SOL","Down","0.5","2026/01/15 17:58:23","0.95","2026/01/15 18:06:18","","","","0"
"2026/01/15 18:00","XRP","Up","0.42","2026/01/15 18:04:40","0.84","2026/01/15 18:08:25","2026/01/15 18:06:04","2026/01/15 18:09:59","2026/01/15 18:06:40","0"
"2026/01/15 18:00","XRP","Down","0.33","2026/01/15 18:03:02","0.77","2026/01/15 18:09:42","2026/01/15 18:02:51","2026/01/15 18:09:40","2026/01/15 18:02:54","0"
"2026/01/15 18:15","ETH","Up","0.43","2026/01/15 18:19:33","0.99","2026/01/15 18:23:33","","","","0"
"2026/01/15 18:15","ETH","Down","0.31","2026/01/15 18:19:38","0.59","2026/01/15 18:19:33","2026/01/15 18:16:19","2026/01/15 18:24:59","2026/01/15 18:16:52","0"
"2026/01/15 18:15","BTC","Up","0.31","2026/01/15 18:19:13","0.83","2026/01/15 18:24:42","2026/01/15 18:18:06","2026/01/15 18:23:15","2026/01/15 18:20:52","0"
"2026/01/15 18:15","BTC","Down","0.48","2026/01/15 18:13:36","0.71","2026/01/15 18:22:53","2026/01/15 18:23:25","2026/01/15 18:24:59","","0"
"2026/01/15 18:15","SOL","Up","0.38","2026/01/15 18:18:23","0.9","2026/01/15 18:24:10","2026/01/15 18:18:01","2026/01/15 18:18:46","2026/01/15 18:19:38","0"
"2026/01/15 18:15","SOL","Down","0.43","2026/01/15 18:15:38","0.67","2026/01/15 18:18:23","2026/01/15 18:21:25","2026/01/15 18:24:59","","0"
"2026/01/15 18:15","XRP","Up","0.36","2026/01/15 18:19:40","0.9","2026/01/15 18:24:32","2026/01/15 18:19:39","2026/01/15 18:19:52","2026/01/15 18:19:52","0"
"2026/01/15 18:15","XRP","Down","0.4","2026/01/15 18:16:28","0.66","2026/01/15 18:19:39","2026/01/15 18:16:28","2026/01/15 18:24:59","2026/01/15 18:16:40","0"
"2026/01/15 18:30","XRP","Up","0.39","2026/01/15 18:31:02","0.92","2026/01/15 18:35:04","2026/01/15 18:31:00","2026/01/15 18:31:13","2026/01/15 18:31:28","0"
"2026/01/15 18:30","XRP","Down","0.2","2026/01/15 18:34:47","0.62","2026/01/15 18:30:50","2026/01/15 18:33:01","2026/01/15 18:39:59","","0"
"2026/01/15 18:30","SOL","Up","0.46","2026/01/15 18:31:01","0.8","2026/01/15 18:35:06","","","","0"
"2026/01/15 18:30","SOL","Down","0.26","2026/01/15 18:34:58","0.55","2026/01/15 18:31:01","2026/01/15 18:31:43","2026/01/15 18:39:59","2026/01/15 18:32:38","0"
"2026/01/15 18:30","ETH","Up","0.43","2026/01/15 18:31:04","0.84","2026/01/15 18:35:06","","","","0"
"2026/01/15 18:30","ETH","Down","0.21","2026/01/15 18:34:41","0.58","2026/01/15 18:31:04","2026/01/15 18:32:05","2026/01/15 18:39:59","2026/01/15 18:32:18","0"
"2026/01/15 18:45","BTC","Up","0.51","2026/01/15 18:34:53","0.94","2026/01/15 18:54:43","","","","0"
"2026/01/15 18:45","BTC","Down","0.19","2026/01/15 18:48:22","0.5","2026/01/15 18:34:53","2026/01/15 18:47:25","2026/01/15 18:54:59","2026/01/15 18:47:33","0"
"2026/01/15 18:45","XRP","Up","0.49","2026/01/15 18:45:18","0.77","2026/01/15 18:48:19","","","","0"
"2026/01/15 18:45","XRP","Down","0.27","2026/01/15 18:48:21","0.57","2026/01/15 18:50:28","2026/01/15 18:47:15","2026/01/15 18:54:59","2026/01/15 18:49:41","0"
"2026/01/15 18:45","SOL","Up","0.48","2026/01/15 18:46:15","0.8","2026/01/15 18:52:15","","","","0"
"2026/01/15 18:45","SOL","Down","0.37","2026/01/15 18:48:21","0.53","2026/01/15 18:45:19","2026/01/15 18:48:19","2026/01/15 18:54:59","2026/01/15 18:48:48","0"
"2026/01/15 19:00","ETH","Up","0.31","2026/01/15 19:04:54","0.64","2026/01/15 19:04:23","2026/01/15 19:04:31","2026/01/15 19:09:59","","0"
"2026/01/15 19:00","ETH","Down","0.37","2026/01/15 19:04:23","0.94","2026/01/15 19:08:06","2026/01/15 19:03:11","2026/01/15 19:04:31","2026/01/15 19:03:30","0"
"2026/01/15 19:00","BTC","Up","0.42","2026/01/15 19:04:51","0.72","2026/01/15 19:03:15","2026/01/15 19:06:21","2026/01/15 19:09:59","2026/01/15 19:07:17","0"
"2026/01/15 19:00","BTC","Down","0.3","2026/01/15 19:03:17","0.85","2026/01/15 19:08:07","2026/01/15 19:01:42","2026/01/15 19:04:27","2026/01/15 19:04:27","0"
"2026/01/15 19:00","SOL","Up","0.37","2026/01/15 19:00:59","0.82","2026/01/15 19:09:58","2026/01/15 19:00:42","2026/01/15 19:01:19","2026/01/15 19:01:27","0"
"2026/01/15 19:00","SOL","Down","0.23","2026/01/15 19:04:23","0.65","2026/01/15 19:00:57","2026/01/15 19:03:09","2026/01/15 19:09:59","2026/01/15 19:03:39","0"
"2026/01/15 19:00","XRP","Up","0.46","2026/01/15 19:01:11","0.71","2026/01/15 19:03:19","","","","0"
"2026/01/15 19:00","XRP","Down","0.31","2026/01/15 19:03:19","0.63","2026/01/15 19:08:17","2026/01/15 19:01:51","2026/01/15 19:09:59","2026/01/15 19:04:27","0"
"2026/01/15 19:15","ETH","Up","0.39","2026/01/15 19:18:35","0.91","2026/01/15 19:22:45","2026/01/15 19:18:34","2026/01/15 19:18:39","2026/01/15 19:18:45","0"
"2026/01/15 19:15","ETH","Down","0.46","2026/01/15 19:14:41","0.62","2026/01/15 19:18:35","2026/01/15 19:20:18","2026/01/15 19:24:59","","0"
"2026/01/15 19:15","BTC","Up","0.36","2026/01/15 19:18:34","0.9","2026/01/15 19:24:01","2026/01/15 19:18:14","2026/01/15 19:18:49","2026/01/15 19:19:26","0"
"2026/01/15 19:15","BTC","Down","0.47","2026/01/15 19:14:41","0.65","2026/01/15 19:18:33","2026/01/15 19:20:17","2026/01/15 19:24:59","","0"
"2026/01/15 19:15","XRP","Up","0.13","2026/01/15 19:18:38","0.52","2026/01/15 19:11:19","2026/01/15 19:15:35","2026/01/15 19:24:59","","0"
"2026/01/15 19:15","XRP","Down","0.5","2026/01/15 19:11:16","0.94","2026/01/15 19:24:47","","","","0"
